ID,Title,Category,Sub_Category,KhateebName,CityName,Date,Masjid
10148,شجرة الأوقاف الخيرية,فقه,الهبة والهدية والوقف,سعود بن إبراهيم الشريم,مكة المكرمة,14/2/1431,المسجد الحرام
10149,دحر العدوان على بلاد الحرمين,"العلم والدعوة والجهاد, موضوعات عامة","القتال والجهاد, جرائم وحوادث",صلاح بن محمد البدير,المدينة المنورة,14/2/1431,المسجد النبوي
1015,بعض حيل الربا,"الرقاق والأخلاق والآداب, فقه","البيوع, الكبائر والمعاصي",محمد بن صالح العثيمين,عنيزة,"",الجامع الكبير
10150,ولم يصروا على ما فعلوا,الرقاق والأخلاق والآداب,"التوبة, الكبائر والمعاصي",عبد الله بن محمد البصري,القويعية,21/2/1431,جامع الرويضة الجنوبي
10151,الساعة الخامسة والساعة السابعة,"الإيمان, الرقاق والأخلاق والآداب","الفتن, خصال الإيمان",راشد بن محسن آل لحيان,غير محدد,21/2/1431,غير محدد
10152,أهمية الاستغفار وفوائده,الرقاق والأخلاق والآداب,التوبة,أحمد بن عبد الرحمن الخليفة,الخبر,"",جامع معن الصانع
10153,فضل التبكير إلى الصلاة,الرقاق والأخلاق والآداب,فضائل الأعمال,أحمد بن عبد الرحمن الخليفة,الخبر,"",جامع معن الصانع
10154,التذكير بوجوب إنصاف الأجير,الأسرة والمجتمع,قضايا المجتمع,أسامة بن عبد الله خياط,مكة المكرمة,21/2/1431,المسجد الحرام
10155,الجُنة من قطّاع طريق الجَنة,الرقاق والأخلاق والآداب,الفتن,علي بن عبد الرحمن الحذيفي,المدينة المنورة,21/2/1431,المسجد النبوي
10156,خطبة عيد الفطر,الرقاق والأخلاق والآداب,مواعظ عامة,صالح بن محمد الجبري,الطائف,"",جامع الحمودي
10157,تعرف على رسول الله,"الإيمان, سيرة وتاريخ","الإيمان بالرسل, الشمائل",صالح بن محمد الجبري,الطائف,"",جامع الحمودي
10158,التحرش الجنسي بالأطفال,الأسرة والمجتمع,"الأبناء, قضايا المجتمع",صالح بن محمد الجبري,الطائف,"",جامع الحمودي
10159,طاش والاستهزاء بالدين,العلم والدعوة والجهاد,الإعلام,صالح بن محمد الجبري,الطائف,"",جامع الحمودي
1016,الربا في الذهب,"الرقاق والأخلاق والآداب, فقه","البيوع, الكبائر والمعاصي",محمد بن صالح العثيمين,عنيزة,"",الجامع الكبير
10160,وليعفوا وليصفحوا,الرقاق والأخلاق والآداب,مكارم الأخلاق,عبد الله بن محمد البصري,القويعية,28/2/1431,جامع الرويضة الجنوبي
10161,واتل عليهم نبأ ابني آدم بالحق,"العلم والدعوة والجهاد, سيرة وتاريخ","القرآن والتفسير, القصص",إبراهيم بن محمد الحقيل,الرياض,28/2/1431,جامع المقيل
10162,النصر المبين على عدوان المعتدين,العلم والدعوة والجهاد,القتال والجهاد,عبد الرحمن السديس إمام الحرم,مكة المكرمة,28/2/1431,المسجد الحرام
10163,الأمر بالمعروف والنهي عن المنكر,العلم والدعوة والجهاد,الأمر بالمعروف والنهي عن المنكر,علي بن عبد الرحمن الحذيفي,المدينة المنورة,28/2/1431,المسجد النبوي
10164,إحياء القلوب بترك الذنوب,الرقاق والأخلاق والآداب,التوبة,عبد الله بن محمد البصري,القويعية,5/3/1431,جامع الرويضة الجنوبي
10165,أطفالنا والفضائيات,"الأسرة والمجتمع, العلم والدعوة والجهاد","الأبناء, الإعلام",سلطان بن معجب آل فلاح,تندحة,6/5/1430,جامع الشيخ ابن باز
10166,التحذير من الفتن,الرقاق والأخلاق والآداب,الفتن,صالح بن محمد آل طالب,مكة المكرمة,5/3/1431,المسجد الحرام
10167,تحريم الغش,"الرقاق والأخلاق والآداب, فقه","البيوع, الكبائر والمعاصي",حسين بن عبد العزيز آل الشيخ,المدينة المنورة,5/3/1431,المسجد النبوي
10168,ذم الخصومة,الرقاق والأخلاق والآداب,مساوئ الأخلاق,سعود بن إبراهيم الشريم,مكة المكرمة,12/3/1431,المسجد الحرام
10169,نعمة الصلاح,الإيمان,فضائل الإيمان,عبد المحسن بن محمد القاسم,المدينة المنورة,12/3/1431,المسجد النبوي
1017,في الحث على تعلُّم العلم النافع,العلم والدعوة والجهاد,العلم الشرعي,صالح بن فوزان الفوزان,الرياض,"",البساتين
10170,حرمة أذية المسلمين,الرقاق والأخلاق والآداب,الكبائر والمعاصي,صالح بن محمد آل طالب,مكة المكرمة,16/5/1431,المسجد الحرام
10171,القول على الله بلا علم,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","العلم الشرعي, الكبائر والمعاصي",صلاح بن محمد البدير,المدينة المنورة,16/5/1431,المسجد النبوي
10172,وينزّل الغيث (3): بين الخوف والطمع,الرقاق والأخلاق والآداب,آثار الذنوب والمعاصي,إبراهيم بن محمد الحقيل,الرياض,23/5/1431,جامع المقيل
10173,اصبروا وصابروا,الإيمان,خصال الإيمان,عبد الله بن محمد البصري,القويعية,23/5/1431,جامع الرويضة الجنوبي
10174,آفة الهم,الأسرة والمجتمع,قضايا المجتمع,سعود بن إبراهيم الشريم,مكة المكرمة,23/5/1431,المسجد الحرام
10175,حسن الخلق,الرقاق والأخلاق والآداب,مكارم الأخلاق,علي بن عبد الرحمن الحذيفي,المدينة المنورة,23/5/1431,المسجد النبوي
10176,تحذير الساهي اللاهي من استدراج الله,الرقاق والأخلاق والآداب,"آثار الذنوب والمعاصي, الفتن",أسامة بن عبد الله خياط,مكة المكرمة,30/5/1431,المسجد الحرام
10177,الصدق مع الله,الإيمان,خصال الإيمان,حسين بن عبد العزيز آل الشيخ,المدينة المنورة,30/5/1431,المسجد النبوي
10178,هم العدو فاحذرهم,الإيمان,نواقض الإيمان,عبد الإله بن عوض القحطاني,أبها,8/7/1429,جامع الوابل
10179,القبر: عذابه ونعيمه,"الإيمان, الرقاق والأخلاق والآداب","الموت والحشر, اليوم الآخر",محمد بن إسماعيل سويدان,خان يونس,2/5/1431,مسجد الأبرار
1018,حكم بيع المرهون,فقه,البيوع,محمد بن صالح العثيمين,عنيزة,"",الجامع الكبير
10180,التحذير من التحايل على شرع الله,"الرقاق والأخلاق والآداب, فقه","البيوع, الكبائر والمعاصي",عبد الرحمن السديس إمام الحرم,مكة المكرمة,7/6/1431,المسجد الحرام
10181,مرض النفاق,الإيمان,نواقض الإيمان,علي بن عبد الرحمن الحذيفي,المدينة المنورة,7/6/1431,المسجد النبوي
10182,خلق الرفق,الرقاق والأخلاق والآداب,مكارم الأخلاق,صالح بن عبد الله بن حميد,مكة المكرمة,14/6/1431,المسجد الحرام
10183,جريمة اليهود بقتل ركاب سفن الحرية الأسود,"العلم والدعوة والجهاد, موضوعات عامة","المسلمون في العالم, جرائم وحوادث",فيصل بن عبد الله السريحي,مكة المكرمة,21/6/1431,جامع آل ثاني رقم70
10184,ذم الإمعة,الأسرة والمجتمع,قضايا المجتمع,سعود بن إبراهيم الشريم,مكة المكرمة,4/8/1431,المسجد الحرام
